SystemCodeNumber,Capacity,Occupancy,LastUpdated,weeks
BHMBCCMKT01,577,54,2016-11-1 8:26,星期二
BHMBCCMKT01,577,69,2016-11-1 9:00,星期二
BHMBCCMKT01,577,91,2016-11-1 9:26,星期二
BHMBCCMKT01,577,135,2016-11-1 10:00,星期二
BHMBCCMKT01,577,163,2016-11-1 10:26,星期二
BHMBCCMKT01,577,185,2016-11-1 11:00,星期二
BHMBCCMKT01,577,207,2016-11-1 11:26,星期二
BHMBCCMKT01,577,239,2016-11-1 12:00,星期二
BHMBCCMKT01,577,244,2016-11-1 12:26,星期二
BHMBCCMKT01,577,243,2016-11-1 13:00,星期二
BHMBCCMKT01,577,241,2016-11-1 13:26,星期二
BHMBCCMKT01,577,229,2016-11-1 14:00,星期二
BHMBCCMKT01,577,199,2016-11-1 14:26,星期二
BHMBCCMKT01,577,180,2016-11-1 15:00,星期二
BHMBCCMKT01,577,167,2016-11-1 15:27,星期二
BHMBCCMKT01,577,153,2016-11-1 16:00,星期二
BHMBCCMKT01,577,133,2016-11-1 16:33,星期二
BHMBCCMKT01,577,50,2016-11-2 7:56,星期三
BHMBCCMKT01,577,52,2016-11-2 8:30,星期三
BHMBCCMKT01,577,57,2016-11-2 8:56,星期三
BHMBCCMKT01,577,81,2016-11-2 9:30,星期三
BHMBCCMKT01,577,97,2016-11-2 9:56,星期三
BHMBCCMKT01,577,125,2016-11-2 10:29,星期三
BHMBCCMKT01,577,144,2016-11-2 10:56,星期三
BHMBCCMKT01,577,167,2016-11-2 11:30,星期三
BHMBCCMKT01,577,169,2016-11-2 11:56,星期三
BHMBCCMKT01,577,184,2016-11-2 12:30,星期三
BHMBCCMKT01,577,192,2016-11-2 13:03,星期三
BHMBCCMKT01,577,188,2016-11-2 13:30,星期三
BHMBCCMKT01,577,188,2016-11-2 14:03,星期三
BHMBCCMKT01,577,171,2016-11-2 14:30,星期三
BHMBCCMKT01,577,153,2016-11-2 14:56,星期三
BHMBCCMKT01,577,130,2016-11-2 15:29,星期三
BHMBCCMKT01,577,125,2016-11-2 16:03,星期三
BHMBCCMKT01,577,115,2016-11-2 16:30,星期三
BHMBCCMKT01,577,51,2016-11-3 8:00,星期四
BHMBCCMKT01,577,56,2016-11-3 8:26,星期四
BHMBCCMKT01,577,60,2016-11-3 9:00,星期四
BHMBCCMKT01,577,80,2016-11-3 9:26,星期四
BHMBCCMKT01,577,119,2016-11-3 10:00,星期四
BHMBCCMKT01,577,138,2016-11-3 10:26,星期四
BHMBCCMKT01,577,185,2016-11-3 11:00,星期四
BHMBCCMKT01,577,195,2016-11-3 11:26,星期四
BHMBCCMKT01,577,195,2016-11-3 12:00,星期四
BHMBCCMKT01,577,191,2016-11-3 12:26,星期四
BHMBCCMKT01,577,196,2016-11-3 12:59,星期四
BHMBCCMKT01,577,191,2016-11-3 13:26,星期四
BHMBCCMKT01,577,187,2016-11-3 13:59,星期四
BHMBCCMKT01,577,177,2016-11-3 14:26,星期四
BHMBCCMKT01,577,154,2016-11-3 15:00,星期四
BHMBCCMKT01,577,142,2016-11-3 15:26,星期四
BHMBCCMKT01,577,120,2016-11-3 16:03,星期四
BHMBCCMKT01,577,108,2016-11-3 16:30,星期四
BHMBCCMKT01,577,48,2016-11-4 8:00,星期五
BHMBCCMKT01,577,56,2016-11-4 8:26,星期五
BHMBCCMKT01,577,71,2016-11-4 8:59,星期五
BHMBCCMKT01,577,97,2016-11-4 9:33,星期五
BHMBCCMKT01,577,115,2016-11-4 10:00,星期五
BHMBCCMKT01,577,135,2016-11-4 10:26,星期五
BHMBCCMKT01,577,154,2016-11-4 11:00,星期五
BHMBCCMKT01,577,179,2016-11-4 11:33,星期五
BHMBCCMKT01,577,183,2016-11-4 12:00,星期五
BHMBCCMKT01,577,182,2016-11-4 12:33,星期五
BHMBCCMKT01,577,171,2016-11-4 13:00,星期五
BHMBCCMKT01,577,173,2016-11-4 13:26,星期五
BHMBCCMKT01,577,179,2016-11-4 13:59,星期五
BHMBCCMKT01,577,167,2016-11-4 14:26,星期五
BHMBCCMKT01,577,156,2016-11-4 15:00,星期五
BHMBCCMKT01,577,145,2016-11-4 15:26,星期五
BHMBCCMKT01,577,136,2016-11-4 16:00,星期五
BHMBCCMKT01,577,119,2016-11-4 16:26,星期五
BHMBCCMKT01,577,30,2016-11-7 8:00,星期一
BHMBCCMKT01,577,38,2016-11-7 8:26,星期一
BHMBCCMKT01,577,49,2016-11-7 8:59,星期一
BHMBCCMKT01,577,61,2016-11-7 9:26,星期一
BHMBCCMKT01,577,87,2016-11-7 9:59,星期一
BHMBCCMKT01,577,110,2016-11-7 10:26,星期一
BHMBCCMKT01,577,142,2016-11-7 10:59,星期一
BHMBCCMKT01,577,157,2016-11-7 11:26,星期一
BHMBCCMKT01,577,157,2016-11-7 11:59,星期一
BHMBCCMKT01,577,160,2016-11-7 12:26,星期一
BHMBCCMKT01,577,154,2016-11-7 12:59,星期一
BHMBCCMKT01,577,161,2016-11-7 13:33,星期一
BHMBCCMKT01,577,162,2016-11-7 13:59,星期一
BHMBCCMKT01,577,156,2016-11-7 14:33,星期一
BHMBCCMKT01,577,148,2016-11-7 15:00,星期一
BHMBCCMKT01,577,124,2016-11-7 15:33,星期一
BHMBCCMKT01,577,119,2016-11-7 16:00,星期一
BHMBCCMKT01,577,118,2016-11-7 16:33,星期一
BHMBCCMKT01,577,34,2016-11-8 7:59,星期二
BHMBCCMKT01,577,36,2016-11-8 8:26,星期二
BHMBCCMKT01,577,46,2016-11-8 8:59,星期二
BHMBCCMKT01,577,68,2016-11-8 9:26,星期二
BHMBCCMKT01,577,112,2016-11-8 9:59,星期二
BHMBCCMKT01,577,150,2016-11-8 10:33,星期二
BHMBCCMKT01,577,178,2016-11-8 11:00,星期二
BHMBCCMKT01,577,196,2016-11-8 11:33,星期二
BHMBCCMKT01,577,236,2016-11-8 11:59,星期二
BHMBCCMKT01,577,250,2016-11-8 12:27,星期二
BHMBCCMKT01,577,253,2016-11-8 13:00,星期二
BHMBCCMKT01,577,237,2016-11-8 13:34,星期二
BHMBCCMKT01,577,223,2016-11-8 14:00,星期二
BHMBCCMKT01,577,196,2016-11-8 14:26,星期二
BHMBCCMKT01,577,163,2016-11-8 15:00,星期二
BHMBCCMKT01,577,144,2016-11-8 15:33,星期二
BHMBCCMKT01,577,127,2016-11-8 16:01,星期二
BHMBCCMKT01,577,106,2016-11-8 16:34,星期二
BHMBCCMKT01,577,32,2016-11-9 8:00,星期三
BHMBCCMKT01,577,37,2016-11-9 8:27,星期三
BHMBCCMKT01,577,43,2016-11-9 9:00,星期三
BHMBCCMKT01,577,61,2016-11-9 9:34,星期三
BHMBCCMKT01,577,88,2016-11-9 10:00,星期三
BHMBCCMKT01,577,107,2016-11-9 10:27,星期三
BHMBCCMKT01,577,130,2016-11-9 11:00,星期三
BHMBCCMKT01,577,151,2016-11-9 11:27,星期三
BHMBCCMKT01,577,152,2016-11-9 12:00,星期三
BHMBCCMKT01,577,160,2016-11-9 12:27,星期三
BHMBCCMKT01,577,172,2016-11-9 13:00,星期三
BHMBCCMKT01,577,172,2016-11-9 13:27,星期三
BHMBCCMKT01,577,163,2016-11-9 14:00,星期三
BHMBCCMKT01,577,152,2016-11-9 14:27,星期三
BHMBCCMKT01,577,134,2016-11-9 15:00,星期三
BHMBCCMKT01,577,124,2016-11-9 15:34,星期三
BHMBCCMKT01,577,108,2016-11-9 16:00,星期三
BHMBCCMKT01,577,94,2016-11-9 16:34,星期三
BHMBCCMKT01,577,36,2016-11-10 8:00,星期四
BHMBCCMKT01,577,41,2016-11-10 8:34,星期四
BHMBCCMKT01,577,49,2016-11-10 9:00,星期四
BHMBCCMKT01,577,65,2016-11-10 9:27,星期四
BHMBCCMKT01,577,93,2016-11-10 10:00,星期四
BHMBCCMKT01,577,126,2016-11-10 10:27,星期四
BHMBCCMKT01,577,160,2016-11-10 11:00,星期四
BHMBCCMKT01,577,186,2016-11-10 11:27,星期四
BHMBCCMKT01,577,201,2016-11-10 12:00,星期四
BHMBCCMKT01,577,208,2016-11-10 12:27,星期四
BHMBCCMKT01,577,208,2016-11-10 13:00,星期四
BHMBCCMKT01,577,200,2016-11-10 13:34,星期四
BHMBCCMKT01,577,201,2016-11-10 14:00,星期四
BHMBCCMKT01,577,190,2016-11-10 14:27,星期四
